,0,1
0,59.428673,34.991726
1,34.88715,61.509808
2,-45.91457,52.477703
3,-21.934145,65.89862
4,-64.73113,-19.438906
5,0.9334214,-68.05432
6,-48.65751,-47.57052
7,0.99697816,68.746254
8,32.52474,-57.5174
9,65.34223,-12.289296
10,-58.810566,-34.933735
11,64.93137,-20.589867
12,51.78324,-45.583263
13,44.803883,-51.662178
14,20.400938,64.806915
15,30.721548,61.3102
16,30.975023,-59.332386
17,-67.34184,14.18273
18,60.25073,33.968758
19,-59.005833,-26.653906
20,29.782234,63.57291
21,-3.5018926,-67.41379
22,67.343025,15.442744
23,66.2265,-16.022568
24,51.968548,-44.81167
25,62.37083,-29.118645
26,58.766716,-31.477114
27,-46.62085,-45.798344
28,33.550053,58.583897
29,67.865395,-0.7383765
30,-33.749325,59.774815
31,44.168644,-48.635933
32,-60.91183,27.801073
33,61.682228,30.146254
34,4.2133827,69.638565
35,-62.233727,-24.96046
36,-44.89494,-50.07645
37,5.2383885,69.44941
38,-41.26499,-51.767693
39,-47.653168,49.99915
40,22.805756,-65.07359
41,-49.507103,-44.609863
42,64.371414,-22.584192
43,-60.17611,-29.386675
44,-56.34983,38.521126
45,-65.83589,-5.1480584
46,17.664267,-65.62706
47,42.145756,55.494274
48,61.002625,30.436361
49,66.2131,-13.007214
50,-66.75808,-2.8867218
51,10.5801115,68.993065
52,-64.01898,18.89901
53,66.66912,-6.0673833
54,45.480618,50.685234
55,-57.66171,36.522408
56,66.808136,15.7109375
57,47.679337,49.746758
58,53.701748,-41.715157
59,-62.03422,25.54048
60,-63.158497,29.44123
61,-45.46868,50.67981
62,62.943577,25.061909
63,21.889355,-64.08713
64,-59.886295,30.111624
65,-41.963444,-52.395237
66,-39.430714,-54.36326
67,-49.857655,45.014645
68,67.26041,-15.383634
69,50.150253,-44.66698
70,37.948658,-55.77921
71,65.12056,3.5924058
72,52.782482,43.0834
73,-28.810602,-60.41087
74,-44.475037,51.179314
75,-44.515568,50.59017
76,54.177876,43.518356
77,69.22635,-0.7292988
78,-42.303783,52.602947
79,-65.68336,-2.2033134
80,61.727737,31.019197
81,-52.123814,-42.563427
82,-7.5857496,-64.68486
83,43.603794,53.81783
84,-43.553135,53.84369
85,27.391397,64.86876
86,-22.668106,64.58038
87,31.118498,-58.158833
88,66.66648,-5.994547
89,49.561813,47.52386
90,14.734546,-65.41993
91,62.408634,27.55743
92,-8.379606,-67.95186
93,-17.829985,68.7976
94,-32.27709,61.838184
95,62.718094,27.985128
96,-10.492938,-64.35061
97,51.271023,-45.173077
98,21.755787,65.67912
99,66.1615,21.068125
100,-55.955215,38.41601
101,67.6843,-10.452926
102,67.87549,-12.996055
103,12.244842,-66.71926
104,25.226831,-61.62933
105,61.957012,31.471113
106,10.812963,68.18363
107,57.496395,38.0719
108,61.626602,-27.041739
109,-67.720985,15.665394
110,32.323544,60.209812
111,30.208393,-60.487595
112,-62.906345,20.035526
113,-14.005026,-63.086727
114,68.31947,2.8742824
