,0,1
0,24.415937,88.91489
1,22.923584,-94.543686
2,-28.004742,87.24785
3,94.02536,24.1791
4,-57.49455,-75.3652
5,51.068726,67.98219
6,-29.548462,-87.385445
7,25.869385,89.81426
8,71.144775,60.14473
9,-89.87612,-20.674868
10,96.76817,15.045958
11,-24.929054,94.22803
12,99.26043,8.701082
13,86.64975,36.069305
14,69.736664,-62.035934
15,48.730724,-73.1699
16,-72.87255,43.47851
17,-54.66025,-79.36553
18,64.36366,-63.840557
19,76.80992,43.989265
20,10.002261,93.13285
21,-3.4959888,-98.38452
22,86.61641,31.579397
23,93.01254,-28.604902
24,53.540257,81.21517
25,37.926693,81.595345
26,-100.14105,1.7139809
27,-95.93329,-19.30214
28,-38.409447,78.443756
29,-10.028026,93.75393
30,45.593136,75.014885
31,90.65083,24.76089
32,-79.09919,-54.804104
33,70.02559,-58.865353
34,102.01029,-3.5874465
35,-82.91274,38.782772
36,97.25293,-17.196138
37,74.835304,45.85637
38,-77.05304,-47.33408
39,41.54362,-78.74198
40,-6.107755,93.68105
41,-38.996113,79.469765
42,52.38504,70.7916
43,-97.68306,-8.484981
44,-25.958382,86.8737
45,97.3444,-11.221383
46,-63.317177,64.24519
47,1.5005167,-96.00693
48,-84.871956,46.1615
49,59.03503,-72.19213
50,61.95382,-56.704117
51,-76.95889,-47.67407
52,30.931118,89.0982
53,93.8762,1.5105244
54,-47.34797,72.78274
55,70.76009,-61.250134
56,28.549664,91.52972
57,-8.420647,-98.331406
58,85.61997,35.840054
59,-90.80716,-37.94717
60,91.625175,-25.233124
61,68.46902,-62.814304
62,65.72242,-57.255047
63,76.4983,50.66575
64,-98.23536,-10.7630825
65,68.56407,-62.645775
66,23.987432,90.71513
67,-98.57297,18.142075
68,-23.05123,-89.104324
69,-86.76769,21.767103
70,-4.214228,-93.99106
71,-14.345926,-95.49716
72,99.38236,8.968267
73,2.0978384,-96.19274
74,-69.08492,51.265522
75,-5.3404355,-98.3432
76,16.331085,-95.914696
77,-97.33889,-17.383997
78,-2.7977693,-93.9929
79,37.82802,-87.53253
80,-24.24458,-88.78946
81,-30.505808,-87.09513
82,-72.81205,54.836235
83,-98.787155,-5.422547
