,0,1
0,12.237063,5.499838
1,14.2211685,4.63849
2,13.382613,7.1384025
3,13.128116,5.043836
4,13.827646,5.432382
5,11.776509,4.396559
6,14.439461,6.0085435
7,13.144624,6.5152497
8,13.196527,7.0682826
9,12.683163,3.8364098
10,12.873137,6.739622
11,13.062688,6.8167577
12,14.287903,5.828638
13,12.719038,5.0418983
14,12.383702,5.3813915
15,12.696385,4.7594156
16,14.294002,5.475351
17,13.322755,6.233428
18,12.43219,6.427301
19,13.919359,5.2021785
20,14.186989,5.2258277
21,12.373686,5.2725616
22,13.912946,5.0730586
23,12.90291,3.9589484
24,13.394772,3.8296826
25,14.252748,6.4939322
26,13.619567,6.995886
27,11.686579,5.8302383
28,12.338954,4.5429025
29,13.320984,6.0125704
30,11.969281,6.130713
31,12.981013,6.5333304
32,12.954402,4.6967306
33,12.945372,6.6079803
34,12.870577,3.8372846
35,12.687439,3.9539795
36,12.291768,4.604328
37,14.056639,6.4174786
38,12.245607,4.793049
39,12.210604,4.937487
40,12.8506,4.636089
41,13.227563,5.602201
42,13.674206,6.268895
43,12.633362,5.703488
44,12.668215,5.2113585
45,14.065401,4.6162543
46,13.461473,6.965979
47,13.303469,4.632862
48,11.791188,4.690927
49,13.173252,6.1182747
50,13.636282,7.0184445
51,12.735997,5.3160415
52,12.599362,5.372983
53,13.284931,5.3288245
54,13.226983,6.832371
55,11.843747,6.058442
56,13.548885,4.8104687
57,13.322355,4.1492887
58,12.354539,3.9297657
59,13.663095,7.123348
60,11.807821,6.015056
61,14.416028,5.6216846
62,11.432344,5.4550486
63,12.087903,7.0049286
64,12.40607,4.8717375
65,11.809361,4.496811
66,13.193002,5.8718495
67,13.923929,5.6797533
68,12.058904,6.5545006
69,12.998744,5.009171
70,13.541203,6.695795
71,11.606436,6.5607038
72,14.226093,5.2519794
73,11.6951065,4.496199
74,12.518384,4.606518
75,11.912204,4.751228
76,13.157112,7.1925783
77,12.740667,5.523427
78,12.34883,4.475005
79,13.216699,5.3419886
80,12.251156,5.8868394
81,12.953179,5.8100944
82,12.945957,5.617735
83,14.222791,5.3385205
84,13.749821,4.637663
85,14.613105,5.6338177
86,12.600121,5.767878
87,13.488011,6.551308
88,14.357261,6.3380423
89,13.294251,7.019884
90,13.505735,6.601378
91,13.49687,5.3476496
92,11.256226,5.5734186
93,13.703306,6.332884
94,14.384623,4.871769
95,12.7938,6.574517
96,12.7525215,6.820497
97,13.500359,4.9954605
98,11.883535,5.06729
99,12.379461,5.554825
100,11.993771,4.548176
101,13.820907,4.8035536
102,14.289793,4.915947
103,13.778583,6.948569
104,12.401831,5.8422394
105,12.882501,4.698467
106,12.320096,6.3829145
107,11.63546,6.0566254
108,12.285243,4.6540895
109,12.069981,4.756373
110,11.790333,4.4849634
111,12.88828,4.3946834
112,12.907332,6.827196
113,13.899371,6.122496
114,14.185959,5.906442
115,13.505764,4.1049237
116,12.782632,4.1349216
117,12.975773,3.8821597
118,13.834411,5.7105765
119,13.944489,5.6146016
120,14.606801,5.5743904
121,11.741625,5.5515313
122,12.896056,4.861095
123,13.944382,5.2061443
124,12.346656,4.3340635
125,11.865449,6.3531485
126,13.892352,5.19767
127,13.878378,5.623585
128,13.684758,5.364114
129,12.173907,5.4706674
130,13.313555,4.5439377
131,12.755891,3.8810804
132,13.898062,5.8784175
133,13.180451,4.5434527
134,12.906624,4.768725
135,11.437961,5.815836
136,13.12397,5.0429716
137,12.791907,6.130556
138,12.296317,6.822225
139,13.5296955,5.373216
140,13.800851,4.5645537
141,13.588222,5.5318036
142,13.963019,4.3072453
143,13.443269,5.894596
144,13.011339,4.314212
145,12.319971,4.3939095
146,13.003626,5.7397795
147,12.571184,4.531798
148,13.661113,6.1548734
149,13.286454,5.119889
150,12.722347,4.9619474
151,13.252147,5.0881095
152,13.016814,6.3290486
153,12.960033,6.438858
154,11.3205805,5.4790177
155,11.693375,5.930826
156,13.930396,6.603254
157,14.406799,6.2140107
158,13.877146,4.33785
159,11.391721,5.6718507
160,14.33531,5.8525333
161,13.370086,4.9825964
162,12.612789,4.9368615
163,12.748966,4.0231977
164,13.717228,5.401842
165,13.474114,6.252687
166,12.714368,5.1338835
167,12.37022,4.2254953
168,11.772302,5.857275
169,13.094457,6.0363936
170,13.38218,6.425098
171,13.743413,6.5246043
172,11.761288,5.6956096
173,13.820666,6.19293
174,13.414785,5.582133
175,11.651382,4.8521786
176,12.863716,5.1653185
177,13.454933,5.88388
178,12.797098,4.7269244
179,12.06581,4.143741
180,12.746889,5.915239
181,12.004509,4.0847545
182,13.713694,5.6263695
183,12.184151,4.1469584
184,12.639015,6.0508537
185,13.825181,5.1140404
186,12.663475,6.1991963
187,12.778722,6.4852586
188,14.445208,5.9681425
189,11.927243,4.4888325
190,12.387703,7.1748033
191,12.347895,4.3228726
192,14.452866,5.9324145
193,12.49781,6.969106
194,11.775011,4.746967
195,13.827281,6.43948
196,12.37398,6.7228956
197,12.709082,4.278888
198,12.643979,5.166811
199,12.992414,4.8198357
200,12.300312,4.359377
201,13.491097,4.123609
202,14.048275,4.5661125
203,12.540787,4.033879
204,13.672691,6.2677565
205,14.12768,6.714927
206,11.167252,5.752207
207,13.079543,4.204274
208,13.859283,4.153944
209,12.79484,4.7511663
210,12.462102,6.3905354
211,11.452782,5.2352924
212,12.295206,4.4734883
213,12.198388,6.0051
214,12.508762,6.083736
215,14.15504,6.491996
216,12.022926,5.3315387
217,12.912239,6.9711914
218,12.839944,3.8417342
219,12.975636,5.1164412
220,13.53966,5.146552
221,12.845599,7.2124705
222,12.123323,5.9179344
223,12.644093,6.3175387
224,12.802305,4.5246363
225,12.496617,6.990437
226,13.612423,6.9512796
227,13.204474,4.8087835
228,12.119019,5.942146
229,13.988635,6.3781953
230,12.019027,6.6629796
231,14.261456,6.176378
232,14.070188,5.7305403
233,13.157007,4.882799
